序号,名称,设备分类,信号角色,最后修改版本,修改类型,S7地址,S7字,数据类型,Modbus寄存器,Modbus位,描述,单位,系数,读写类型,分组,报警等级,权限等级,网关设备地址,从站地址,控制风险,点位编码建议
171,,其他,other,V3.0,,340,340,Int,40171,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40171
172,,其他,other,V3.0,,342,342,Int,40172,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40172
173,CTF22远程,冷却塔风机,remote_status,V3.0,,344,344,Int,40173,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40173
174,,其他,other,V3.0,,346,346,Int,40174,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40174
175,CTF22运行,冷却塔风机,manual_stop,V3.0,,348,348,Int,40175,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40175
176,CTF22故障,冷却塔风机,fault_alarm,V3.0,,350,350,Int,40176,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40176
177,,其他,other,V3.0,,352,352,Int,40177,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40177
178,,其他,other,V3.0,,354,354,Int,40178,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40178
179,CTF23远程,冷却塔风机,remote_status,V3.0,,356,356,Int,40179,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40179
180,,其他,other,V3.0,,358,358,Int,40180,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40180
181,CTF23运行,冷却塔风机,manual_stop,V3.0,,360,360,Int,40181,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40181
182,CTF23故障,冷却塔风机,fault_alarm,V3.0,,362,362,Int,40182,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40182
183,,其他,other,V3.0,,364,364,Int,40183,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40183
184,,其他,other,V3.0,,366,366,Int,40184,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40184
185,CTF24远程,冷却塔风机,remote_status,V3.0,,368,368,Int,40185,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40185
186,,其他,other,V3.0,,370,370,Int,40186,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40186
187,CTF24运行,冷却塔风机,manual_stop,V3.0,,372,372,Int,40187,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40187
188,CTF24故障,冷却塔风机,fault_alarm,V3.0,,374,374,Int,40188,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40188
189,,其他,other,V3.0,,376,376,Int,40189,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40189
190,,其他,other,V3.0,,378,378,Int,40190,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40190
191,,其他,other,V3.0,,380,380,Int,40191,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40191
192,,其他,other,V3.0,,382,382,Int,40192,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40192
193,CTF25远程,冷却塔风机,remote_status,V3.0,,384,384,Int,40193,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40193
194,,其他,other,V3.0,,386,386,Int,40194,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40194
195,CTF25运行,冷却塔风机,manual_stop,V3.0,,388,388,Int,40195,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40195
196,CTF25故障,冷却塔风机,fault_alarm,V3.0,,390,390,Int,40196,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40196
197,,其他,other,V3.0,,392,392,Int,40197,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40197
198,,其他,other,V3.0,,394,394,Int,40198,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40198
199,CTF26远程,冷却塔风机,remote_status,V3.0,,396,396,Int,40199,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40199
200,,其他,other,V3.0,,398,398,Int,40200,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40200
201,CTF26运行,冷却塔风机,manual_stop,V3.0,,400,400,Int,40201,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40201
202,CTF26故障,冷却塔风机,fault_alarm,V3.0,,402,402,Int,40202,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40202
203,,其他,other,V3.0,,404,404,Int,40203,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40203
204,,其他,other,V3.0,,406,406,Int,40204,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40204
205,CTF31远程,冷却塔风机,remote_status,V3.0,,408,408,Int,40205,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40205
206,,其他,other,V3.0,,410,410,Int,40206,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40206
207,CTF31运行,冷却塔风机,manual_stop,V3.0,,412,412,Int,40207,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40207
208,CTF31故障,冷却塔风机,fault_alarm,V3.0,,414,414,Int,40208,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40208
209,,其他,other,V3.0,,416,416,Int,40209,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40209
210,,其他,other,V3.0,,418,418,Int,40210,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40210
211,CTF32远程,冷却塔风机,remote_status,V3.0,,420,420,Int,40211,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40211
212,,其他,other,,,422,422,Int,40212,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40212
213,CTF32运行,冷却塔风机,manual_stop,V3.0,,424,424,Int,40213,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40213
214,CTF32故障,冷却塔风机,fault_alarm,V3.0,,426,426,Int,40214,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40214
215,,其他,other,V3.0,,428,428,Int,40215,,,,,,,,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40215
216,,其他,other,V3.0,,430,430,Int,40216,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40216
217,CTF33远程,冷却塔风机,remote_status,V3.0,,432,432,Int,40217,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40217
218,,其他,other,V3.0,,434,434,Int,40218,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40218
219,CTF33运行,冷却塔风机,manual_stop,V3.0,,436,436,Int,40219,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40219
220,CTF33故障,冷却塔风机,fault_alarm,V3.0,,438,438,Int,40220,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40220
221,,其他,other,V3.0,,440,440,Int,40221,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40221
222,,其他,other,V3.0,,442,442,Int,40222,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40222
223,,其他,other,V3.0,,444,444,Int,40223,,,,1,R,,,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40223
224,,其他,other,V3.0,,446,446,Int,40224,,,,1,R,,,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40224
225,CTF34远程,冷却塔风机,remote_status,V3.0,,448,448,Int,40225,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40225
226,,其他,other,V3.0,,450,450,Int,40226,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40226
227,CTF34运行,冷却塔风机,manual_stop,V3.0,,452,452,Int,40227,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40227
228,CTF34故障,冷却塔风机,fault_alarm,V3.0,,454,454,Int,40228,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40228
229,,其他,other,,,456,456,Int,40229,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40229
230,,其他,other,V3.0,,458,458,Int,40230,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40230
231,CTF35远程,冷却塔风机,remote_status,V3.0,,460,460,Int,40231,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40231
232,,其他,other,V3.0,,462,462,Int,40232,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40232
233,CTF35运行,冷却塔风机,manual_stop,V3.0,,464,464,Int,40233,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40233
234,CTF35故障,冷却塔风机,fault_alarm,V3.0,,466,466,Int,40234,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40234
235,,其他,other,,,468,468,Int,40235,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40235
236,,其他,other,V3.0,,470,470,Int,40236,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40236
237,CTF36远程,冷却塔风机,remote_status,V3.0,,472,472,Int,40237,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40237
238,,其他,other,V3.0,,474,474,Int,40238,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40238
239,CTF36运行,冷却塔风机,manual_stop,V3.0,,476,476,Int,40239,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40239
240,CTF36故障,冷却塔风机,fault_alarm,V3.0,,478,478,Int,40240,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40240
241,,其他,other,V3.0,,480,480,Int,40241,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40241
242,,其他,other,V3.0,,482,482,Int,40242,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40242
243,CTF41远程,冷却塔风机,remote_status,V3.0,,484,484,Int,40243,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40243
244,,其他,other,V3.0,,486,486,Int,40244,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40244
245,CTF41运行,冷却塔风机,manual_stop,V3.0,,488,488,Int,40245,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40245
246,CTF41故障,冷却塔风机,fault_alarm,V3.0,,490,490,Int,40246,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40246
247,,其他,other,V3.0,,492,492,Int,40247,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40247
248,,其他,other,V3.0,,494,494,Int,40248,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40248
249,CTF42远程,冷却塔风机,remote_status,V3.0,,496,496,Int,40249,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40249
250,,其他,other,V3.0,,498,498,Int,40250,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40250
251,CTF42运行,冷却塔风机,manual_stop,V3.0,,500,500,Int,40251,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40251
252,CTF42故障,冷却塔风机,fault_alarm,V3.0,,502,502,Int,40252,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40252
253,,其他,other,V3.0,,504,504,Int,40253,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40253
254,,其他,other,V3.0,,506,506,Int,40254,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40254
255,,其他,other,V3.0,,508,508,Int,40255,,,,1,R,,,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40255
256,,其他,other,V3.0,,510,510,Int,40256,,,,1,R,,,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40256
257,CTF43远程,冷却塔风机,remote_status,V3.0,,512,512,Int,40257,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40257
258,,其他,other,V3.0,,514,514,Int,40258,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40258
259,CTF43运行,冷却塔风机,manual_stop,V3.0,,516,516,Int,40259,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40259
260,CTF43故障,冷却塔风机,fault_alarm,V3.0,,518,518,Int,40260,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40260
261,,其他,other,V3.0,,520,520,Int,40261,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40261
262,,其他,other,V3.0,,522,522,Int,40262,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40262
263,CTF44远程,冷却塔风机,remote_status,V3.0,,524,524,Int,40263,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40263
264,,其他,other,V3.0,,526,526,Int,40264,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40264
265,CTF44运行,冷却塔风机,manual_stop,V3.0,,528,528,Int,40265,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40265
266,CTF44故障,冷却塔风机,fault_alarm,V3.0,,530,530,Int,40266,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40266
267,,其他,other,V3.0,,532,532,Int,40267,,,,,,,,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40267
268,,其他,other,V3.0,,534,534,Int,40268,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40268
269,CTF45远程,冷却塔风机,remote_status,V3.0,,536,536,Int,40269,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40269
270,,其他,other,V3.0,,538,538,Int,40270,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40270
271,CTF45运行,冷却塔风机,manual_stop,V3.0,,540,540,Int,40271,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40271
272,CTF45故障,冷却塔风机,fault_alarm,V3.0,,542,542,Int,40272,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40272
273,,其他,other,V3.0,,544,544,Int,40273,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40273
274,,其他,other,V3.0,,546,546,Int,40274,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40274
275,CTF46远程,冷却塔风机,remote_status,V3.0,,548,548,Int,40275,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40275
276,,其他,other,V3.0,,550,550,Int,40276,,,,,,,,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40276
277,CTF46运行,冷却塔风机,manual_stop,V3.0,,552,552,Int,40277,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40277
278,CTF46故障,冷却塔风机,fault_alarm,V3.0,,554,554,Int,40278,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40278
279,,其他,other,V3.0,,556,556,Int,40279,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40279
280,,其他,other,V3.0,,558,558,Int,40280,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40280
281,CTF51远程,冷却塔风机,remote_status,V3.0,,560,560,Int,40281,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40281
282,,其他,other,V3.0,,562,562,Int,40282,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40282
283,CTF51运行,冷却塔风机,manual_stop,V3.0,,564,564,Int,40283,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40283
284,CTF51故障,冷却塔风机,fault_alarm,V3.0,,566,566,Int,40284,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40284
285,,其他,other,V3.0,,568,568,Int,40285,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40285
286,,其他,other,V3.0,,570,570,Int,40286,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40286
287,,其他,other,V3.0,,572,572,Int,40287,,,,1,R,,,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40287
288,,其他,other,V3.0,,574,574,Int,40288,,,,1,R,,,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40288
289,CTF52远程,冷却塔风机,remote_status,V3.0,,576,576,Int,40289,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40289
290,,其他,other,V3.0,,578,578,Int,40290,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40290
291,CTF52运行,冷却塔风机,manual_stop,V3.0,,580,580,Int,40291,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40291
292,CTF52故障,冷却塔风机,fault_alarm,V3.0,,582,582,Int,40292,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40292
293,,其他,other,V3.0,,584,584,Int,40293,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40293
294,,其他,other,V3.0,,586,586,Int,40294,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40294
295,CTF53远程,冷却塔风机,remote_status,V3.0,,588,588,Int,40295,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40295
296,,其他,other,V3.0,,590,590,Int,40296,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40296
297,CTF53运行,冷却塔风机,manual_stop,V3.0,,592,592,Int,40297,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40297
298,CTF53故障,冷却塔风机,fault_alarm,V3.0,,594,594,Int,40298,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40298
299,,其他,other,V3.0,,596,596,Int,40299,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40299
300,,其他,other,V3.0,,598,598,Int,40300,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40300
301,CTF54远程,冷却塔风机,remote_status,V3.0,,600,600,Int,40301,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40301
302,,其他,other,V3.0,,602,602,Int,40302,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40302
303,CTF54运行,冷却塔风机,manual_stop,V3.0,,604,604,Int,40303,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40303
304,CTF54故障,冷却塔风机,fault_alarm,V3.0,,606,606,Int,40304,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40304
305,,其他,other,V3.0,,608,608,Int,40305,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40305
306,,其他,other,V3.0,,610,610,Int,40306,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40306
307,CTF55远程,冷却塔风机,remote_status,V3.0,,612,612,Int,40307,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40307
308,,其他,other,V3.0,,614,614,Int,40308,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40308
309,CTF55运行,冷却塔风机,manual_stop,V3.0,,616,616,Int,40309,,1运行；0停止,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40309
310,CTF55故障,冷却塔风机,fault_alarm,V3.0,,618,618,Int,40310,,1故障；0正常,,1,R,报警参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40310
311,,其他,other,V3.0,,620,620,Int,40311,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40311
312,,其他,other,V3.0,,622,622,Int,40312,,,,,,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40312
313,CTF56远程,冷却塔风机,remote_status,V3.0,,624,624,Int,40313,,1远程；0就地,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-40313
